path_id,path
63,/ihm/train/fee019/fee019_es2005c_train_h03_0042585-0043121.wav
64,/ihm/train/fee019/fee019_es2005c_train_h03_0126632-0126693.wav
65,/ihm/train/fee019/fee019_es2005c_train_h03_0126779-0127178.wav
66,/ihm/train/fee019/fee019_es2005c_train_h03_0127389-0127835.wav
67,/ihm/train/fee019/fee019_es2005c_train_h03_0127835-0127909.wav
68,/ihm/train/fee019/fee019_es2005c_train_h03_0128070-0128314.wav
69,/ihm/train/fee019/fee019_es2005c_train_h03_0130752-0131112.wav
70,/ihm/train/fee019/fee019_es2005c_train_h03_0131112-0131448.wav
71,/ihm/train/fee019/fee019_es2005c_train_h03_0131448-0131550.wav
72,/ihm/train/fee019/fee019_es2005c_train_h03_0131736-0131865.wav
73,/ihm/train/fee019/fee019_es2005c_train_h03_0131984-0132125.wav
74,/ihm/train/fee019/fee019_es2005c_train_h03_0191367-0191669.wav
75,/ihm/train/fee019/fee019_es2005c_train_h03_0191834-0191873.wav
76,/ihm/train/fee019/fee019_es2005c_train_h03_0192567-0192609.wav
77,/ihm/train/fee019/fee019_es2005c_train_h03_0192780-0193152.wav
78,/ihm/train/fee019/fee019_es2005c_train_h03_0194231-0194282.wav
79,/ihm/train/fee019/fee019_es2005c_train_h03_0178600-0178662.wav
80,/ihm/train/fee019/fee019_es2005c_train_h03_0178815-0178883.wav
81,/ihm/train/fee019/fee019_es2005c_train_h03_0179368-0179432.wav
82,/ihm/train/fee019/fee019_es2005c_train_h03_0179432-0180022.wav
83,/ihm/train/fee019/fee019_es2005c_train_h03_0180264-0180348.wav
84,/ihm/train/fee019/fee019_es2005c_train_h03_0119376-0119774.wav
85,/ihm/train/fee019/fee019_es2005c_train_h03_0120664-0120691.wav
86,/ihm/train/fee019/fee019_es2005c_train_h03_0120818-0120883.wav
87,/ihm/train/fee019/fee019_es2005c_train_h03_0120883-0120924.wav
88,/ihm/train/fee019/fee019_es2005c_train_h03_0121088-0121124.wav
89,/ihm/train/fee019/fee019_es2005c_train_h03_0078636-0078702.wav
90,/ihm/train/fee019/fee019_es2005c_train_h03_0079132-0079172.wav
91,/ihm/train/fee019/fee019_es2005c_train_h03_0079741-0079788.wav
92,/ihm/train/fee019/fee019_es2005c_train_h03_0079788-0079816.wav
93,/ihm/train/fee019/fee019_es2005c_train_h03_0080129-0080160.wav
94,/ihm/train/fee019/fee019_es2005c_train_h03_0034581-0034707.wav
95,/ihm/train/fee019/fee019_es2005c_train_h03_0034707-0034854.wav
96,/ihm/train/fee019/fee019_es2005c_train_h03_0034854-0034899.wav
97,/ihm/train/fee019/fee019_es2005c_train_h03_0035527-0036087.wav
98,/ihm/train/fee019/fee019_es2005c_train_h03_0036248-0036504.wav
99,/ihm/train/fee019/fee019_es2005c_train_h03_0070829-0071396.wav
100,/ihm/train/fee019/fee019_es2005c_train_h03_0074225-0074276.wav
101,/ihm/train/fee019/fee019_es2005c_train_h03_0077708-0077798.wav
102,/ihm/train/fee019/fee019_es2005c_train_h03_0080848-0081034.wav
103,/ihm/train/fee019/fee019_es2005c_train_h03_0084029-0084425.wav
104,/ihm/train/fee019/fee019_es2005c_train_h03_0086849-0087032.wav
105,/ihm/train/fee019/fee019_es2005c_train_h03_0088509-0088550.wav
106,/ihm/train/fee019/fee019_es2005c_train_h03_0090698-0090979.wav
107,/ihm/train/fee019/fee019_es2005c_train_h03_0111148-0111203.wav
108,/ihm/train/fee019/fee019_es2005c_train_h03_0115832-0115858.wav
109,/ihm/train/fee019/fee019_es2005c_train_h03_0066523-0066718.wav
110,/ihm/train/fee019/fee019_es2005c_train_h03_0118934-0119103.wav
111,/ihm/train/fee019/fee019_es2005c_train_h03_0166917-0167056.wav
112,/ihm/train/fee019/fee019_es2005d_train_h03_0030016-0030523.wav
113,/ihm/train/fee019/fee019_es2005c_train_h03_0088863-0088901.wav
114,/ihm/train/fee019/fee019_es2005c_train_h03_0089294-0089455.wav
115,/ihm/train/fee019/fee019_es2005c_train_h03_0089455-0089918.wav
116,/ihm/train/fee019/fee019_es2005c_train_h03_0089918-0090113.wav
117,/ihm/train/fee019/fee019_es2005c_train_h03_0090470-0090489.wav
118,/ihm/train/fee019/fee019_es2005c_train_h03_0145498-0145552.wav
119,/ihm/train/fee019/fee019_es2005c_train_h03_0145715-0145791.wav
120,/ihm/train/fee019/fee019_es2005c_train_h03_0147682-0148057.wav
121,/ihm/train/fee019/fee019_es2005c_train_h03_0149220-0149364.wav
122,/ihm/train/fee019/fee019_es2005c_train_h03_0149364-0149902.wav
123,/ihm/train/fee019/fee019_es2005c_train_h03_0203097-0203290.wav
124,/ihm/train/fee019/fee019_es2005c_train_h03_0205207-0205423.wav
125,/ihm/train/fee019/fee019_es2005c_train_h03_0205800-0205866.wav
126,/ihm/train/fee019/fee019_es2005c_train_h03_0205866-0205912.wav
127,/ihm/train/fee019/fee019_es2005c_train_h03_0206313-0206369.wav
128,/ihm/train/fee019/fee019_es2005d_train_h03_0136771-0136817.wav
129,/ihm/train/fee019/fee019_es2005d_train_h03_0137013-0137109.wav
130,/ihm/train/fee019/fee019_es2005d_train_h03_0137109-0137804.wav
131,/ihm/train/fee019/fee019_es2005d_train_h03_0137804-0138533.wav
132,/ihm/train/fee019/fee019_es2005d_train_h03_0138533-0139172.wav
133,/ihm/train/fee019/fee019_es2005c_train_h03_0224388-0224517.wav
134,/ihm/train/fee019/fee019_es2005c_train_h03_0225362-0225416.wav
135,/ihm/train/fee019/fee019_es2005c_train_h03_0225846-0225898.wav
136,/ihm/train/fee019/fee019_es2005c_train_h03_0226521-0226556.wav
137,/ihm/train/fee019/fee019_es2005d_train_h03_0004124-0004239.wav
138,/ihm/train/fee019/fee019_es2005d_train_h03_0013576-0013803.wav
139,/ihm/train/fee019/fee019_es2005d_train_h03_0013969-0014736.wav
140,/ihm/train/fee019/fee019_es2005d_train_h03_0014988-0015059.wav
141,/ihm/train/fee019/fee019_es2005d_train_h03_0015059-0015312.wav
142,/ihm/train/fee019/fee019_es2005d_train_h03_0015312-0015407.wav
143,/ihm/train/fee019/fee019_es2005d_train_h03_0070006-0070045.wav
144,/ihm/train/fee019/fee019_es2005d_train_h03_0072001-0072052.wav
145,/ihm/train/fee019/fee019_es2005d_train_h03_0072278-0072315.wav
146,/ihm/train/fee019/fee019_es2005d_train_h03_0073197-0073342.wav
147,/ihm/train/fee019/fee019_es2005d_train_h03_0073342-0073609.wav
148,/ihm/train/fee019/fee019_es2005d_train_h03_0061358-0061809.wav
149,/ihm/train/fee019/fee019_es2005d_train_h03_0061809-0062211.wav
150,/ihm/train/fee019/fee019_es2005d_train_h03_0062211-0062866.wav
151,/ihm/train/fee019/fee019_es2005d_train_h03_0062866-0063158.wav
152,/ihm/train/fee019/fee019_es2005d_train_h03_0064383-0064446.wav
153,/ihm/train/fee019/fee019_es2005d_train_h03_0065930-0066123.wav
154,/ihm/train/fee019/fee019_es2005d_train_h03_0066783-0066974.wav
155,/ihm/train/fee019/fee019_es2005d_train_h03_0067242-0067353.wav
156,/ihm/train/fee019/fee019_es2005d_train_h03_0067636-0067779.wav
157,/ihm/train/fee019/fee019_es2005d_train_h03_0068409-0068630.wav
158,/ihm/train/fee019/fee019_es2005d_train_h03_0030736-0031463.wav
159,/ihm/train/fee019/fee019_es2005d_train_h03_0032835-0032895.wav
160,/ihm/train/fee019/fee019_es2005d_train_h03_0033511-0033653.wav
161,/ihm/train/fee019/fee019_es2005d_train_h03_0034153-0034171.wav
162,/ihm/train/fee019/fee019_es2005d_train_h03_0034260-0034860.wav
163,/ihm/train/fee019/fee019_es2005d_train_h03_0035725-0035831.wav
164,/ihm/train/fee019/fee019_es2005d_train_h03_0037516-0037565.wav
165,/ihm/train/fee019/fee019_es2005d_train_h03_0038902-0038921.wav
166,/ihm/train/fee019/fee019_es2005d_train_h03_0041231-0041350.wav
167,/ihm/train/fee019/fee019_es2005d_train_h03_0128011-0128795.wav
168,/ihm/train/fee019/fee019_es2005d_train_h03_0128795-0129457.wav
169,/ihm/train/fee019/fee019_es2005d_train_h03_0129457-0129916.wav
170,/ihm/train/fee019/fee019_es2005d_train_h03_0129916-0130086.wav
171,/ihm/train/fee019/fee019_es2005d_train_h03_0130611-0130897.wav
172,/ihm/train/fee019/fee019_es2005d_train_h03_0131111-0131153.wav
173,/ihm/train/fee019/fee019_es2005d_train_h03_0132892-0132958.wav
174,/ihm/train/fee019/fee019_es2005d_train_h03_0133084-0133145.wav
175,/ihm/train/fee019/fee019_es2005d_train_h03_0133492-0133522.wav
176,/ihm/train/fee019/fee019_es2005d_train_h03_0134364-0134400.wav
177,/ihm/train/fee019/fee019_es2005d_train_h03_0108883-0108933.wav
178,/ihm/train/fee019/fee019_es2005d_train_h03_0110489-0110689.wav
179,/ihm/train/fee019/fee019_es2005d_train_h03_0110805-0110981.wav
180,/ihm/train/fee019/fee019_es2005d_train_h03_0110981-0111899.wav
181,/ihm/train/fee019/fee019_es2005d_train_h03_0111899-0112179.wav
182,/ihm/train/fee019/fee019_es2005d_train_h03_0155676-0155762.wav
183,/ihm/train/fee019/fee019_es2005d_train_h03_0155991-0156119.wav
184,/ihm/train/fee019/fee019_es2005d_train_h03_0156119-0156183.wav
185,/ihm/train/fee019/fee019_es2005d_train_h03_0156183-0156367.wav
186,/ihm/train/fee019/fee019_es2005d_train_h03_0158181-0158265.wav
187,/ihm/train/fee019/fee019_es2005d_train_h03_0161064-0161136.wav
188,/ihm/train/fee019/fee019_es2005d_train_h03_0163250-0163280.wav
189,/ihm/train/fee019/fee019_es2005d_train_h03_0164202-0164250.wav
190,/ihm/train/fee019/fee019_es2005d_train_h03_0165883-0165909.wav
191,/ihm/train/fee019/fee019_es2005d_train_h03_0166110-0166167.wav
192,/ihm/train/fee019/fee019_es2005c_train_h03_0173650-0173687.wav
193,/ihm/train/fee019/fee019_es2005c_train_h03_0178160-0178365.wav
194,/ihm/train/fee019/fee019_es2005c_train_h03_0180999-0181051.wav
195,/ihm/train/fee019/fee019_es2005c_train_h03_0189978-0190187.wav
196,/ihm/train/fee019/fee019_es2005c_train_h03_0196133-0196168.wav
197,/ihm/train/fee019/fee019_es2005c_train_h03_0202899-0202929.wav
198,/ihm/train/fee019/fee019_es2005c_train_h03_0206831-0206867.wav
199,/ihm/train/fee019/fee019_es2005c_train_h03_0224314-0224388.wav
200,/ihm/train/fee019/fee019_es2005d_train_h03_0005032-0005201.wav
201,/ihm/train/fee019/fee019_es2005d_train_h03_0012990-0013019.wav
202,/ihm/train/fee019/fee019_es2005d_train_h03_0015407-0016428.wav
203,/ihm/train/fee019/fee019_es2005d_train_h03_0018989-0019568.wav
204,/ihm/train/fee019/fee019_es2005d_train_h03_0023804-0024351.wav
205,/ihm/train/fee019/fee019_es2005d_train_h03_0026908-0027154.wav
206,/ihm/train/fee019/fee019_es2005d_train_h03_0082016-0082068.wav
207,/ihm/train/fee019/fee019_es2005d_train_h03_0084473-0084570.wav
208,/ihm/train/fee019/fee019_es2005d_train_h03_0087325-0087530.wav
209,/ihm/train/fee019/fee019_es2005d_train_h03_0087530-0087623.wav
210,/ihm/train/fee019/fee019_es2005d_train_h03_0087623-0087665.wav
211,/ihm/train/fee019/fee019_es2005d_train_h03_0024351-0024941.wav
212,/ihm/train/fee019/fee019_es2005d_train_h03_0024941-0025602.wav
213,/ihm/train/fee019/fee019_es2005d_train_h03_0025745-0025797.wav
214,/ihm/train/fee019/fee019_es2005d_train_h03_0025797-0026622.wav
215,/ihm/train/fee019/fee019_es2005d_train_h03_0026622-0026908.wav
216,/ihm/train/fee019/fee019_es2005c_train_h03_0053398-0054030.wav
217,/ihm/train/fee019/fee019_es2005c_train_h03_0055047-0055316.wav
218,/ihm/train/fee019/fee019_es2005c_train_h03_0055316-0055710.wav
219,/ihm/train/fee019/fee019_es2005c_train_h03_0055710-0056079.wav
220,/ihm/train/fee019/fee019_es2005c_train_h03_0056196-0056348.wav
221,/ihm/train/fee019/fee019_es2005c_train_h03_0059278-0059517.wav
222,/ihm/train/fee019/fee019_es2005c_train_h03_0059517-0059619.wav
223,/ihm/train/fee019/fee019_es2005c_train_h03_0060800-0060851.wav
224,/ihm/train/fee019/fee019_es2005c_train_h03_0061012-0061128.wav
225,/ihm/train/fee019/fee019_es2005c_train_h03_0061128-0061258.wav
226,/ihm/train/fee019/fee019_es2005c_train_h03_0061258-0061857.wav
227,/ihm/train/fee019/fee019_es2005c_train_h03_0061857-0062404.wav
228,/ihm/train/fee019/fee019_es2005c_train_h03_0062404-0062704.wav
229,/ihm/train/fee019/fee019_es2005d_train_h03_0147424-0147462.wav
230,/ihm/train/fee019/fee019_es2005d_train_h03_0149293-0149343.wav
231,/ihm/train/fee019/fee019_es2005d_train_h03_0152570-0152624.wav
232,/ihm/train/fee019/fee019_es2005d_train_h03_0152830-0153170.wav
233,/ihm/train/fee019/fee019_es2005d_train_h03_0153170-0153520.wav
234,/ihm/train/fee019/fee019_es2005c_train_h03_0030445-0030488.wav
235,/ihm/train/fee019/fee019_es2005c_train_h03_0030647-0030687.wav
236,/ihm/train/fee019/fee019_es2005c_train_h03_0030820-0031117.wav
237,/ihm/train/fee019/fee019_es2005c_train_h03_0031117-0031656.wav
238,/ihm/train/fee019/fee019_es2005c_train_h03_0031968-0032033.wav
239,/ihm/train/fee019/fee019_es2005c_train_h03_0032033-0032173.wav
240,/ihm/train/fee019/fee019_es2005c_train_h03_0032173-0032220.wav
241,/ihm/train/fee019/fee019_es2005c_train_h03_0032508-0032595.wav
242,/ihm/train/fee019/fee019_es2005c_train_h03_0033054-0033107.wav
243,/ihm/train/fee019/fee019_es2005c_train_h03_0033392-0033445.wav
244,/ihm/train/fee019/fee019_es2005c_train_h03_0027972-0028218.wav
245,/ihm/train/fee019/fee019_es2005c_train_h03_0028314-0028408.wav
246,/ihm/train/fee019/fee019_es2005c_train_h03_0028610-0028670.wav
247,/ihm/train/fee019/fee019_es2005c_train_h03_0029483-0029549.wav
248,/ihm/train/fee019/fee019_es2005c_train_h03_0029549-0029844.wav
249,/ihm/train/fee019/fee019_es2005c_train_h03_0174021-0174073.wav
250,/ihm/train/fee019/fee019_es2005c_train_h03_0174424-0174924.wav
251,/ihm/train/fee019/fee019_es2005c_train_h03_0174924-0175622.wav
252,/ihm/train/fee019/fee019_es2005c_train_h03_0175622-0176174.wav
253,/ihm/train/fee019/fee019_es2005c_train_h03_0176174-0177222.wav
254,/ihm/train/fee019/fee019_es2005c_train_h03_0177222-0178160.wav
255,/ihm/train/fee019/fee019_es2005c_train_h03_0016943-0017162.wav
256,/ihm/train/fee019/fee019_es2005c_train_h03_0017162-0017226.wav
257,/ihm/train/fee019/fee019_es2005c_train_h03_0017727-0017767.wav
258,/ihm/train/fee019/fee019_es2005c_train_h03_0017920-0018031.wav
259,/ihm/train/fee019/fee019_es2005c_train_h03_0021238-0021298.wav
260,/ihm/train/fee019/fee019_es2005c_train_h03_0050246-0050808.wav
261,/ihm/train/fee019/fee019_es2005c_train_h03_0050808-0050983.wav
262,/ihm/train/fee019/fee019_es2005c_train_h03_0050983-0051359.wav
263,/ihm/train/fee019/fee019_es2005c_train_h03_0051359-0051678.wav
264,/ihm/train/fee019/fee019_es2005c_train_h03_0051678-0052622.wav
265,/ihm/train/fee019/fee019_es2005c_train_h03_0161684-0161895.wav
266,/ihm/train/fee019/fee019_es2005c_train_h03_0162037-0162544.wav
267,/ihm/train/fee019/fee019_es2005c_train_h03_0163309-0163348.wav
268,/ihm/train/fee019/fee019_es2005c_train_h03_0163648-0163689.wav
269,/ihm/train/fee019/fee019_es2005c_train_h03_0165081-0165116.wav
270,/ihm/train/fee019/fee019_es2005c_train_h03_0165447-0165522.wav
271,/ihm/train/fee019/fee019_es2005c_train_h03_0165522-0165906.wav
272,/ihm/train/fee019/fee019_es2005c_train_h03_0166199-0166299.wav
273,/ihm/train/fee019/fee019_es2005c_train_h03_0166299-0166360.wav
274,/ihm/train/fee019/fee019_es2005c_train_h03_0166797-0166917.wav
275,/ihm/train/fee019/fee019_es2005c_train_h03_0043631-0044548.wav
276,/ihm/train/fee019/fee019_es2005c_train_h03_0044548-0044943.wav
277,/ihm/train/fee019/fee019_es2005c_train_h03_0044943-0044996.wav
278,/ihm/train/fee019/fee019_es2005c_train_h03_0045092-0045350.wav
279,/ihm/train/fee019/fee019_es2005c_train_h03_0045350-0046287.wav
280,/ihm/train/fee019/fee019_es2005c_train_h03_0046287-0046764.wav
281,/ihm/train/fee019/fee019_es2005c_train_h03_0046764-0047358.wav
282,/ihm/train/fee019/fee019_es2005c_train_h03_0047358-0048341.wav
283,/ihm/train/fee019/fee019_es2005c_train_h03_0006505-0006608.wav
284,/ihm/train/fee019/fee019_es2005c_train_h03_0022089-0022113.wav
285,/ihm/train/fee019/fee019_es2005c_train_h03_0027757-0027972.wav
286,/ihm/train/fee019/fee019_es2005c_train_h03_0030238-0030277.wav
287,/ihm/train/fee019/fee019_es2005c_train_h03_0033916-0033951.wav
288,/ihm/train/fee019/fee019_es2005c_train_h03_0036975-0037016.wav
289,/ihm/train/fee019/fee019_es2005c_train_h03_0040933-0041032.wav
290,/ihm/train/fee019/fee019_es2005c_train_h03_0043121-0043631.wav
291,/ihm/train/fee019/fee019_es2005c_train_h03_0048341-0048621.wav
292,/ihm/train/fee019/fee019_es2005c_train_h03_0050135-0050246.wav
293,/ihm/train/fee019/fee019_es2005c_train_h03_0052622-0053398.wav
294,/ihm/train/fee019/fee019_es2005c_train_h03_0056348-0056499.wav
295,/ihm/train/fee019/fee019_es2005c_train_h03_0058742-0059278.wav
296,/ihm/train/fee019/fee019_es2005c_train_h03_0062902-0063080.wav
297,/ihm/train/fee019/fee019_es2005c_train_h03_0132842-0132904.wav
298,/ihm/train/fee019/fee019_es2005c_train_h03_0133388-0133483.wav
299,/ihm/train/fee019/fee019_es2005c_train_h03_0133483-0133633.wav
300,/ihm/train/fee019/fee019_es2005c_train_h03_0134384-0134440.wav
301,/ihm/train/fee019/fee019_es2005c_train_h03_0134631-0134669.wav
302,/ihm/train/fee019/fee019_es2005c_train_h03_0136378-0136427.wav
303,/ihm/train/fee019/fee019_es2005c_train_h03_0136640-0136698.wav
304,/ihm/train/fee019/fee019_es2005c_train_h03_0181856-0181953.wav
305,/ihm/train/fee019/fee019_es2005c_train_h03_0181953-0181976.wav
306,/ihm/train/fee019/fee019_es2005c_train_h03_0182119-0182153.wav
307,/ihm/train/fee019/fee019_es2005c_train_h03_0184477-0184602.wav
308,/ihm/train/fee019/fee019_es2005c_train_h03_0184842-0184911.wav
309,/ihm/train/fee019/fee019_es2005c_train_h03_0185056-0185330.wav
310,/ihm/train/fee019/fee019_es2005c_train_h03_0185330-0185542.wav
311,/ihm/train/fee019/fee019_es2005c_train_h03_0185908-0186024.wav
312,/ihm/train/fee019/fee019_es2005c_train_h03_0187538-0187912.wav
313,/ihm/train/fee019/fee019_es2005c_train_h03_0188023-0188081.wav
314,/ihm/train/fee019/fee019_es2005c_train_h03_0037680-0037880.wav
315,/ihm/train/fee019/fee019_es2005c_train_h03_0037880-0037932.wav
316,/ihm/train/fee019/fee019_es2005c_train_h03_0038369-0038467.wav
317,/ihm/train/fee019/fee019_es2005c_train_h03_0038688-0038747.wav
318,/ihm/train/fee019/fee019_es2005c_train_h03_0039347-0039401.wav
319,/ihm/train/fee019/fee019_es2005c_train_h03_0039863-0039955.wav
320,/ihm/train/fee019/fee019_es2005c_train_h03_0040498-0040681.wav
321,/ihm/train/fee019/fee019_es2005c_train_h03_0074674-0074723.wav
322,/ihm/train/fee019/fee019_es2005c_train_h03_0074723-0074965.wav
323,/ihm/train/fee019/fee019_es2005c_train_h03_0076101-0076139.wav
324,/ihm/train/fee019/fee019_es2005c_train_h03_0076618-0076667.wav
325,/ihm/train/fee019/fee019_es2005c_train_h03_0076789-0077489.wav
326,/ihm/train/fee019/fee019_es2005c_train_h03_0082101-0082136.wav
327,/ihm/train/fee019/fee019_es2005c_train_h03_0082191-0082264.wav
328,/ihm/train/fee019/fee019_es2005c_train_h03_0082570-0083144.wav
329,/ihm/train/fee019/fee019_es2005c_train_h03_0083144-0083754.wav
330,/ihm/train/fee019/fee019_es2005c_train_h03_0083754-0084029.wav
331,/ihm/train/fee019/fee019_es2005c_train_h03_0087032-0087186.wav
332,/ihm/train/fee019/fee019_es2005c_train_h03_0087186-0087449.wav
333,/ihm/train/fee019/fee019_es2005c_train_h03_0087449-0087595.wav
334,/ihm/train/fee019/fee019_es2005c_train_h03_0087692-0087749.wav
335,/ihm/train/fee019/fee019_es2005c_train_h03_0087749-0088509.wav
336,/ihm/train/fee019/fee019_es2005c_train_h03_0116026-0116221.wav
337,/ihm/train/fee019/fee019_es2005c_train_h03_0116221-0117236.wav
338,/ihm/train/fee019/fee019_es2005c_train_h03_0117236-0117307.wav
339,/ihm/train/fee019/fee019_es2005c_train_h03_0118048-0118084.wav
340,/ihm/train/fee019/fee019_es2005c_train_h03_0118283-0118869.wav
341,/ihm/train/fee019/fee019_es2005c_train_h03_0122836-0122991.wav
342,/ihm/train/fee019/fee019_es2005c_train_h03_0123097-0123444.wav
343,/ihm/train/fee019/fee019_es2005c_train_h03_0124101-0124254.wav
344,/ihm/train/fee019/fee019_es2005c_train_h03_0124254-0124394.wav
345,/ihm/train/fee019/fee019_es2005c_train_h03_0124626-0124716.wav
346,/ihm/train/fee019/fee019_es2005c_train_h03_0128818-0129077.wav
347,/ihm/train/fee019/fee019_es2005c_train_h03_0129077-0129173.wav
348,/ihm/train/fee019/fee019_es2005c_train_h03_0129648-0129775.wav
349,/ihm/train/fee019/fee019_es2005c_train_h03_0129930-0129993.wav
350,/ihm/train/fee019/fee019_es2005c_train_h03_0130052-0130094.wav
351,/ihm/train/fee019/fee019_es2005c_train_h03_0142648-0142836.wav
352,/ihm/train/fee019/fee019_es2005c_train_h03_0142836-0143343.wav
353,/ihm/train/fee019/fee019_es2005c_train_h03_0143343-0143643.wav
354,/ihm/train/fee019/fee019_es2005c_train_h03_0143757-0143804.wav
355,/ihm/train/fee019/fee019_es2005c_train_h03_0143978-0144190.wav
356,/ihm/train/fee019/fee019_es2005c_train_h03_0091138-0091180.wav
357,/ihm/train/fee019/fee019_es2005c_train_h03_0091467-0091646.wav
358,/ihm/train/fee019/fee019_es2005c_train_h03_0092653-0092779.wav
359,/ihm/train/fee019/fee019_es2005c_train_h03_0093754-0093768.wav
360,/ihm/train/fee019/fee019_es2005c_train_h03_0102811-0102840.wav
361,/ihm/train/fee019/fee019_es2005c_train_h03_0110102-0110214.wav
362,/ihm/train/fee019/fee019_es2005c_train_h03_0110214-0110416.wav
363,/ihm/train/fee019/fee019_es2005c_train_h03_0110800-0110833.wav
364,/ihm/train/fee019/fee019_es2005c_train_h03_0150134-0150198.wav
365,/ihm/train/fee019/fee019_es2005c_train_h03_0150380-0151028.wav
366,/ihm/train/fee019/fee019_es2005c_train_h03_0151333-0151559.wav
367,/ihm/train/fee019/fee019_es2005c_train_h03_0151771-0151981.wav
